,DateTime,Bit Box_ShYpeak(g),Surface_Total Depth(ft),Surface_Weight on Bit(klbs),Surface_Top Drive RPM(RPM),Surface_Top Drive Torque(ft-lbs)
55777,2020/11/24 16:13:36.000,28.542737889,6290.363,44.70972,48.33365,5435.468
55778,2020/11/24 16:13:37.000,26.497291675,6290.373,44.70905,48.27327,5324.101
55779,2020/11/24 16:13:38.000,24.45184546,6290.3936,44.84878,48.13238,5309.9272
55780,2020/11/24 16:13:39.000,22.406399245,6290.413,44.99038,48.27327,5356.4985
55781,2020/11/24 16:13:40.000,22.792476289,6290.429,45.06968,48.21289,5271.455
55782,2020/11/24 16:13:41.000,23.178553334,6290.4463,45.34495,48.2934,5214.7593
55783,2020/11/24 16:13:42.000,23.564630378,6290.449,45.33522,48.23302,5224.8833
55784,2020/11/24 16:13:43.000,23.950707423,6290.452,45.35828,48.41416,5275.5044
55785,2020/11/24 16:13:44.000,24.336784467,6290.453,45.43755,48.41416,5388.896
55786,2020/11/24 16:13:45.000,24.25651696,6290.455,45.33117,48.45441,5194.5107
55787,2020/11/24 16:13:46.000,24.176249453,6290.4556,45.19113,48.2934,5075.045
55788,2020/11/24 16:13:47.000,24.095981947,6290.4556,45.19113,48.35378,5390.921
55789,2020/11/24 16:13:48.000,24.01571444,6290.4614,44.97201,48.31353,5534.685
55790,2020/11/24 16:13:49.000,23.935446933,6290.4717,44.87844,48.23302,5251.2065
55791,2020/11/24 16:13:50.000,23.734678207,6290.4814,44.73411,48.75631,5162.1133
55792,2020/11/24 16:13:51.000,23.533909481,6290.495,44.78801,48.25315,5249.1816
55793,2020/11/24 16:13:52.000,23.333140755,6290.5093,44.72316,48.35378,5204.635
55794,2020/11/24 16:13:53.000,23.132372029,6290.526,44.7891,48.17264,5388.896
55795,2020/11/24 16:13:54.000,22.931603303,6290.541,44.91692,48.2934,5419.269
55796,2020/11/24 16:13:55.000,22.738401211,6290.5547,45.01183,48.27327,5425.3433
55797,2020/11/24 16:13:56.000,22.545199119,6290.5693,45.17091,48.19276,5249.1816
55798,2020/11/24 16:13:57.000,22.351997027,6290.573,45.1546,48.39403,5338.275
55799,2020/11/24 16:13:58.000,22.158794935,6290.578,45.10439,48.33365,5297.778
55800,2020/11/24 16:13:59.000,21.965592843,6290.5864,45.14627,48.43428,5409.1445
55801,2020/11/24 16:14:00.000,21.994058593,6290.5913,45.13637,48.15251,5480.014
55802,2020/11/24 16:14:01.000,22.022524343,6290.597,45.1554,48.23302,5141.8647
55803,2020/11/24 16:14:02.000,22.050990092,6290.6035,45.14003,48.35378,5099.343
55804,2020/11/24 16:14:03.000,22.079455842,6290.6094,45.04418,48.31353,5204.635
55805,2020/11/24 16:14:04.000,22.107921592,6290.619,44.9519,48.2934,5267.4053
55806,2020/11/24 16:14:05.000,22.283935188,6290.6245,44.96008,48.35378,5241.082
55807,2020/11/24 16:14:06.000,22.459948783,6290.639,44.84507,48.17264,5297.778
55808,2020/11/24 16:14:07.000,22.635962379,6290.6504,44.94272,48.41416,5498.238
55809,2020/11/24 16:14:08.000,22.811975974,6290.6562,44.92845,48.39403,5437.4927
55810,2020/11/24 16:14:09.000,22.98798957,6290.666,44.82555,48.33365,5346.3745
55811,2020/11/24 16:14:10.000,23.361079447,6290.68,44.89722,48.71606,4917.1064
55812,2020/11/24 16:14:11.000,23.734169324,6290.6924,44.88668,48.17264,5405.0947
55813,2020/11/24 16:14:12.000,24.1072592,6290.7065,44.90841,48.23302,5068.97
55814,2020/11/24 16:14:13.000,24.480349077,6290.7134,44.96297,48.6758,5283.604
55815,2020/11/24 16:14:14.000,24.853438954,6290.7295,44.97477,48.09213,5510.3867
55816,2020/11/24 16:14:15.000,24.007838841,6290.7407,45.0243,48.23302,5382.822
55817,2020/11/24 16:14:16.000,23.162238728,6290.752,45.04393,49.31985,5196.5356
55818,2020/11/24 16:14:17.000,22.316638616,6290.7617,45.102,48.2934,5154.0137
55819,2020/11/24 16:14:18.000,21.471038503,6290.771,45.1091,48.25315,5174.262
55820,2020/11/24 16:14:19.000,20.62543839,6290.783,45.08283,48.33365,5283.604
55821,2020/11/24 16:14:20.000,20.642572363,6290.7915,45.12142,48.43428,5322.076
55822,2020/11/24 16:14:21.000,20.659706336,6290.7954,45.15525,48.23302,5538.735
55823,2020/11/24 16:14:22.000,20.67684031,6290.802,45.06561,48.41416,5392.946
55824,2020/11/24 16:14:23.000,20.693974283,6290.807,45.05033,48.43428,5285.629
55825,2020/11/24 16:14:24.000,20.711108256,6290.8115,45.06338,48.27327,5184.3867
55826,2020/11/24 16:14:25.000,20.284488534,6290.822,44.97388,48.27327,5413.1943
55827,2020/11/24 16:14:26.000,19.857868812,6290.826,45.00915,48.33365,5299.8027
55828,2020/11/24 16:14:27.000,19.431249089,6290.8364,44.87544,48.25315,5324.101
55829,2020/11/24 16:14:28.000,19.004629367,6290.848,44.85582,48.2934,5232.983
55830,2020/11/24 16:14:29.000,18.578009645,6290.8545,44.88172,49.05821,5162.1133
55831,2020/11/24 16:14:30.000,20.688462877,6290.8667,44.84942,48.49466,5253.2314
55832,2020/11/24 16:14:31.000,22.798916109,6290.8853,44.92464,48.17264,5396.9956
55833,2020/11/24 16:14:32.000,24.909369342,6290.8975,45.02102,48.27327,5433.443
55834,2020/11/24 16:14:33.000,27.019822574,6290.903,45.01348,48.41416,5336.25
55835,2020/11/24 16:14:34.000,29.130275806,6290.912,45.03736,48.2934,5087.194
55836,2020/11/24 16:14:35.000,27.712381609,6290.9277,45.00947,48.41416,5392.946
55837,2020/11/24 16:14:36.000,26.294487413,6290.938,44.95187,49.25947,5075.045
55838,2020/11/24 16:14:37.000,24.876593216,6290.951,44.98593,48.2934,5473.94
55839,2020/11/24 16:14:38.000,23.45869902,6290.961,44.81731,48.27327,5409.1445
55840,2020/11/24 16:14:39.000,22.040804823,6290.976,44.88738,48.17264,5164.138
55841,2020/11/24 16:14:40.000,22.99166384,6290.991,44.89189,48.39403,5204.635
55842,2020/11/24 16:14:41.000,23.942522858,6291.0063,44.92068,49.11858,5158.0635
55843,2020/11/24 16:14:42.000,24.893381875,6291.0137,45.00753,48.25315,5279.554
55844,2020/11/24 16:14:43.000,25.844240893,6291.0254,45.09696,48.25315,5273.48
55845,2020/11/24 16:14:44.000,26.79509991,6291.035,45.20034,48.25315,5324.101
55846,2020/11/24 16:14:45.000,26.573432068,6291.039,45.44364,48.45441,5382.822
55847,2020/11/24 16:14:46.000,26.351764226,6291.039,45.46999,48.31353,5320.0513
55848,2020/11/24 16:14:47.000,26.130096385,6291.039,45.51373,48.2934,5309.9272
55849,2020/11/24 16:14:48.000,25.908428543,6291.039,45.48252,48.37391,5417.244
55850,2020/11/24 16:14:49.000,25.686760701,6291.039,45.35875,48.35378,5368.6475
55851,2020/11/24 16:14:50.000,24.540408096,6291.039,45.1287,48.2934,5212.7344
55852,2020/11/24 16:14:51.000,23.394055491,6291.046,45.00386,48.2934,5411.1694
55853,2020/11/24 16:14:52.000,22.247702885,6291.049,44.86453,48.47454,5556.9585
55854,2020/11/24 16:14:53.000,21.10135028,6291.0586,44.79699,48.25315,5465.8403
55855,2020/11/24 16:14:54.000,19.954997675,6291.0703,44.80341,48.37391,5413.1943
55856,2020/11/24 16:14:55.000,19.999341844,6291.084,44.84672,48.23302,5166.163
55857,2020/11/24 16:14:56.000,20.043686014,6291.098,44.98388,48.55504,5129.716
55858,2020/11/24 16:14:57.000,20.088030183,6291.107,44.98911,48.19276,5239.0576
55859,2020/11/24 16:14:58.000,20.132374353,6291.1157,45.03275,48.37391,5368.6475
55860,2020/11/24 16:14:59.000,20.176718522,6291.1245,44.97818,48.23302,5421.2935
55861,2020/11/24 16:15:00.000,21.866081612,6291.139,44.95392,48.41416,5338.275
55862,2020/11/24 16:15:01.000,23.555444702,6291.1514,44.98783,48.31353,5382.822
55863,2020/11/24 16:15:02.000,25.244807793,6291.1577,44.9402,48.21289,5465.8403
55864,2020/11/24 16:15:03.000,26.934170883,6291.175,45.06811,48.2934,5348.399
55865,2020/11/24 16:15:04.000,28.623533973,6291.18,45.08479,48.31353,5403.07
55866,2020/11/24 16:15:05.000,27.558758192,6291.188,45.13197,48.33365,5399.0205
55867,2020/11/24 16:15:06.000,26.493982411,6291.19,45.13851,48.17264,5269.43
55868,2020/11/24 16:15:07.000,25.42920663,6291.199,45.15737,48.33365,5378.772
55869,2020/11/24 16:15:08.000,24.364430849,6291.2104,45.03459,48.25315,5289.6787
55870,2020/11/24 16:15:09.000,23.299655069,6291.221,44.99832,48.23302,5281.579
55871,2020/11/24 16:15:10.000,22.234879288,6291.2246,44.92956,48.33365,5237.0327
55872,2020/11/24 16:15:11.000,21.170103507,6291.233,44.89791,48.31353,5475.9644
55873,2020/11/24 16:15:12.000,20.105327726,6291.2383,44.86455,48.47454,5352.4487
55874,2020/11/24 16:15:13.000,19.040551945,6291.25,44.78631,48.33365,5293.728
55875,2020/11/24 16:15:14.000,17.975776164,6291.2637,44.91733,48.25315,5366.6226
55876,2020/11/24 16:15:15.000,18.29535437,6291.2773,44.93979,48.45441,5532.66
55877,2020/11/24 16:15:16.000,18.614932575,6291.2896,45.02581,48.23302,5170.2124
55878,2020/11/24 16:15:17.000,18.934510781,6291.301,45.16481,48.23302,5170.2124
55879,2020/11/24 16:15:18.000,19.254088986,6291.305,45.17685,48.31353,5352.4487
55880,2020/11/24 16:15:19.000,19.573667192,6291.31,45.17539,48.25315,5362.573
55881,2020/11/24 16:15:20.000,20.365773808,6291.3174,45.19931,48.25315,5445.592
55882,2020/11/24 16:15:21.000,21.157880424,6291.3174,45.09789,48.39403,5419.269
55883,2020/11/24 16:15:22.000,21.94998704,6291.3228,45.07917,48.27327,5376.747
55884,2020/11/24 16:15:23.000,22.742093656,6291.332,45.01717,48.23302,5528.6104
55885,2020/11/24 16:15:24.000,23.534200272,6291.332,44.92313,48.17264,5413.1943
55886,2020/11/24 16:15:25.000,23.846030099,6291.3364,44.89743,48.33365,5344.3496
55887,2020/11/24 16:15:26.000,24.157859927,6291.3496,44.78289,48.17264,5461.7905
55888,2020/11/24 16:15:27.000,24.469689754,6291.368,44.78433,48.31353,5382.822
55889,2020/11/24 16:15:28.000,24.781519582,6291.381,44.79,48.37391,5530.6353
55890,2020/11/24 16:15:29.000,25.093349409,6291.395,44.84502,48.47454,5401.0454
55891,2020/11/24 16:15:30.000,24.490534347,6291.41,44.94751,48.09213,5143.8896
55892,2020/11/24 16:15:31.000,23.887719285,6291.431,45.0484,49.2796,5289.6787
55893,2020/11/24 16:15:32.000,23.284904222,6291.4424,45.20814,48.23302,5340.3
55894,2020/11/24 16:15:33.000,22.68208916,6291.4478,45.21764,49.29973,5445.592
55895,2020/11/24 16:15:34.000,22.079274098,6291.4556,45.25605,48.41416,5423.3184
55896,2020/11/24 16:15:35.000,21.966484908,6291.4556,45.21111,47.24682,5441.542
55897,2020/11/24 16:15:36.000,21.853695718,6291.4556,45.16281,48.13238,5344.3496
55898,2020/11/24 16:15:37.000,21.740906529,6291.4556,45.10058,48.99783,5455.7163
55899,2020/11/24 16:15:38.000,21.628117339,6291.462,44.95527,48.33365,5561.0083
55900,2020/11/24 16:15:39.000,21.515328149,6291.472,44.91866,48.27327,5289.6787
55901,2020/11/24 16:15:40.000,21.810169398,6291.4873,44.77014,48.35378,5311.9517
55902,2020/11/24 16:15:41.000,22.105010648,6291.499,44.77316,48.19276,5141.8647
55903,2020/11/24 16:15:42.000,22.399851897,6291.516,44.75979,48.13238,5275.5044
55904,2020/11/24 16:15:43.000,22.694693147,6291.54,44.93701,48.35378,5425.3433
55905,2020/11/24 16:15:44.000,22.989534396,6291.546,44.91652,48.21289,5431.418
55906,2020/11/24 16:15:45.000,21.925704445,6291.5596,44.95394,48.27327,5281.579
55907,2020/11/24 16:15:46.000,20.861874493,6291.573,45.0983,49.33998,5277.5293
55908,2020/11/24 16:15:47.000,19.798044542,6291.5845,45.12407,48.39403,5427.368
55909,2020/11/24 16:15:48.000,18.73421459,6291.5884,45.15684,48.2934,5542.7847
55910,2020/11/24 16:15:49.000,17.670384639,6291.592,45.13289,48.2934,5648.0767
55911,2020/11/24 16:15:50.000,18.787544517,6291.603,45.09382,48.27327,5285.629
55912,2020/11/24 16:15:51.000,19.904704396,6291.6094,45.13486,48.55504,5265.3804
55913,2020/11/24 16:15:52.000,21.021864274,6291.616,45.02942,48.31353,5350.424
55914,2020/11/24 16:15:53.000,22.139024153,6291.6187,45.03521,48.25315,5149.964
55915,2020/11/24 16:15:54.000,23.256184031,6291.627,44.9684,48.33365,5214.7593
55916,2020/11/24 16:15:55.000,24.941727455,6291.6416,44.95895,48.31353,5313.9766
55917,2020/11/24 16:15:56.000,26.627270879,6291.65,44.97159,48.23302,5427.368
55918,2020/11/24 16:15:57.000,28.312814304,6291.657,44.98642,48.2934,5190.461
55919,2020/11/24 16:15:59.000,31.683901152,6291.6665,44.97852,48.41416,4981.902
55920,2020/11/24 16:16:00.000,29.596656706,6291.6733,44.98589,48.39403,5214.7593
55921,2020/11/24 16:16:01.000,27.50941226,6291.687,44.87763,48.11226,5386.871
55922,2020/11/24 16:16:02.000,25.422167813,6291.6978,44.90533,48.17264,5662.2505
55923,2020/11/24 16:16:03.000,23.334923367,6291.704,44.88272,48.23302,5637.952
55924,2020/11/24 16:16:04.000,21.247678921,6291.7114,44.86467,48.37391,5482.039
55925,2020/11/24 16:16:05.000,21.119247579,6291.727,44.78446,48.2934,5484.064
55926,2020/11/24 16:16:06.000,20.990816237,6291.743,44.93324,48.33365,5431.418
55927,2020/11/24 16:16:07.000,20.862384895,6291.7583,44.97037,48.23302,5540.76
55928,2020/11/24 16:16:08.000,20.733953553,6291.784,45.08948,48.27327,5419.269
55929,2020/11/24 16:16:09.000,20.605522211,6291.791,45.1114,48.25315,5263.3555
55930,2020/11/24 16:16:10.000,20.175100997,6291.8013,45.11999,48.37391,5326.126
55931,2020/11/24 16:16:11.000,19.744679784,6291.81,45.30103,48.37391,5311.9517
55932,2020/11/24 16:16:12.000,19.31425857,6291.8125,45.31637,48.17264,5421.2935
55933,2020/11/24 16:16:13.000,18.883837357,6291.8125,45.36932,48.33365,5577.207
55934,2020/11/24 16:16:14.000,18.453416143,6291.8125,45.2667,48.03175,5480.014
55935,2020/11/24 16:16:15.000,19.655390171,6291.8125,45.21745,48.51479,5299.8027
55936,2020/11/24 16:16:16.000,20.857364199,6291.8125,45.14352,48.13238,5500.2627
55937,2020/11/24 16:16:17.000,22.059338227,6291.8125,44.99089,48.53492,5318.0264
55938,2020/11/24 16:16:18.000,23.261312255,6291.8213,44.94566,48.19276,5326.126
55939,2020/11/24 16:16:19.000,24.463286283,6291.833,44.79887,48.19276,5336.25
55940,2020/11/24 16:16:20.000,23.724418722,6291.849,44.93987,49.15884,5141.8647
55941,2020/11/24 16:16:21.000,22.985551161,6291.859,44.95181,48.43428,5368.6475
55942,2020/11/24 16:16:22.000,22.246683599,6291.8633,45.05123,48.35378,5249.1816
55943,2020/11/24 16:16:23.000,21.507816038,6291.87,45.07975,48.25315,5532.66
55944,2020/11/24 16:16:24.000,20.768948477,6291.875,45.04908,48.2934,5540.76
55945,2020/11/24 16:16:25.000,21.413852561,6291.882,45.02402,48.2934,5639.977
55946,2020/11/24 16:16:26.000,22.058756646,6291.8867,44.97547,48.17264,5453.6914
55947,2020/11/24 16:16:27.000,22.70366073,6291.8906,44.90276,48.37391,5486.089
55948,2020/11/24 16:16:28.000,23.348564815,6291.9004,44.79782,48.23302,5585.306
55949,2020/11/24 16:16:29.000,23.993468899,6291.929,44.70301,49.15884,5575.182
55950,2020/11/24 16:16:30.000,23.245252092,6291.937,44.73996,48.13238,5465.8403
55951,2020/11/24 16:16:31.000,22.497035284,6291.9453,44.75297,48.41416,5528.6104
55952,2020/11/24 16:16:32.000,21.748818477,6291.9717,44.99689,48.25315,5601.505
55953,2020/11/24 16:16:33.000,21.000601669,6291.9883,45.1501,48.31353,5168.1875
55954,2020/11/24 16:16:34.000,20.252384862,6291.996,45.21598,48.33365,5285.629
55955,2020/11/24 16:16:35.000,20.95072792,6291.9995,45.22083,48.39403,5158.0635
55956,2020/11/24 16:16:36.000,21.649070978,6292.003,45.22014,48.31353,5417.244
55957,2020/11/24 16:16:37.000,22.347414035,6292.0107,45.09279,48.17264,5635.9277
55958,2020/11/24 16:16:38.000,23.045757093,6292.017,45.04602,48.2934,5439.517
55959,2020/11/24 16:16:39.000,23.744100151,6292.025,44.88667,47.72986,5536.71
55960,2020/11/24 16:16:40.000,22.200229678,6292.0366,44.85655,48.43428,5589.356
55961,2020/11/24 16:16:41.000,20.656359205,6292.0493,44.80748,48.25315,5445.592
55962,2020/11/24 16:16:42.000,19.112488733,6292.0625,44.87976,48.13238,5305.8774
55963,2020/11/24 16:16:43.000,17.56861826,6292.0693,44.94617,48.41416,5569.1074
55964,2020/11/24 16:16:44.000,16.024747787,6292.0815,45.02505,48.21289,5540.76
55965,2020/11/24 16:16:45.000,17.069206793,6292.0977,45.1968,48.25315,5548.859
55966,2020/11/24 16:16:46.000,18.113665799,6292.1064,45.24928,48.43428,5437.4927
55967,2020/11/24 16:16:47.000,19.158124804,6292.1064,45.22891,48.35378,5322.076
55968,2020/11/24 16:16:48.000,20.20258381,6292.1064,45.1882,48.21289,5220.834
55969,2020/11/24 16:16:49.000,21.247042816,6292.1123,45.03287,48.19276,5160.0884
55970,2020/11/24 16:16:50.000,20.690518105,6292.1167,45.05686,47.70973,5425.3433
55971,2020/11/24 16:16:51.000,20.133993394,6292.126,44.96723,48.43428,5328.151
55972,2020/11/24 16:16:52.000,19.577468684,6292.1323,44.84346,48.21289,5316.0015
55973,2020/11/24 16:16:53.000,19.020943973,6292.1484,44.86547,48.21289,5376.747
55974,2020/11/24 16:16:54.000,18.464419262,6292.154,44.95489,48.27327,5279.554
55975,2020/11/24 16:16:55.000,18.016427889,6292.164,44.95437,48.39403,5342.3247
55976,2020/11/24 16:16:56.000,17.568436516,6292.174,44.9066,48.31353,5396.9956
55977,2020/11/24 16:16:57.000,17.120445142,6292.1836,44.89924,48.2934,5423.3184
55978,2020/11/24 16:16:58.000,16.672453769,6292.1943,44.99432,48.23302,5156.0386
55979,2020/11/24 16:16:59.000,16.224462396,6292.199,44.99569,48.23302,5427.368
55980,2020/11/24 16:17:00.000,18.2851691,6292.2144,45.04337,48.2934,5386.871
55981,2020/11/24 16:17:01.000,20.345875804,6292.225,45.00654,48.49466,5520.511
55982,2020/11/24 16:17:02.000,22.406582507,6292.236,44.94758,48.31353,5293.728
55983,2020/11/24 16:17:03.000,24.467289211,6292.2466,44.95066,48.15251,5251.2065
55984,2020/11/24 16:17:04.000,26.527995915,6292.2593,44.86706,48.25315,5216.784
55985,2020/11/24 16:17:05.000,25.385626545,6292.2783,44.97932,48.27327,5164.138
55986,2020/11/24 16:17:06.000,24.243257176,6292.285,44.94348,48.2934,5451.6665
55987,2020/11/24 16:17:07.000,23.100887806,6292.291,44.95584,48.13238,5354.4736
55988,2020/11/24 16:17:08.000,21.958518437,6292.302,45.05549,48.27327,5243.107
55989,2020/11/24 16:17:09.000,20.816149067,6292.3135,45.02983,47.81036,5257.281
55990,2020/11/24 16:17:10.000,20.246237351,6292.3354,45.01509,48.39403,5202.6104
55991,2020/11/24 16:17:11.000,19.676325635,6292.341,44.98336,48.21289,5214.7593
55992,2020/11/24 16:17:12.000,19.10641392,6292.352,45.05,48.25315,5143.8896
55993,2020/11/24 16:17:13.000,18.536502204,6292.358,45.04571,48.15251,5261.3306
55994,2020/11/24 16:17:14.000,17.966590488,6292.369,44.99647,48.33365,5232.983
55995,2020/11/24 16:17:15.000,18.37014682,6292.3794,45.09235,48.2934,5277.5293
55996,2020/11/24 16:17:16.000,18.773703151,6292.389,45.11668,48.57517,5241.082
55997,2020/11/24 16:17:17.000,19.177259483,6292.39,45.04622,48.25315,5149.964
55998,2020/11/24 16:17:18.000,19.580815814,6292.4116,44.96625,48.27327,5154.0137
55999,2020/11/24 16:17:19.000,19.984372146,6292.416,44.93891,48.27327,5413.1943
56000,2020/11/24 16:17:20.000,20.499153149,6292.4204,44.86247,48.2934,5160.0884
56001,2020/11/24 16:17:21.000,21.013934151,6292.432,44.94106,48.2934,5115.5415
56002,2020/11/24 16:17:22.000,21.528715154,6292.448,44.96502,48.2934,5285.629
56003,2020/11/24 16:17:23.000,22.043496156,6292.458,45.07007,48.33365,5129.716
56004,2020/11/24 16:17:24.000,22.558277159,6292.472,45.08212,48.6758,5058.8457
56005,2020/11/24 16:17:25.000,22.363038013,6292.4746,45.01575,48.35378,5247.1567
56006,2020/11/24 16:17:26.000,22.167798867,6292.481,44.96042,48.33365,5368.6475
56007,2020/11/24 16:17:27.000,21.972559722,6292.491,44.92907,48.43428,5095.293
56008,2020/11/24 16:17:28.000,21.777320576,6292.5137,45.03503,49.25947,5024.4233
56009,2020/11/24 16:17:29.000,21.58208143,6292.522,45.0363,48.41416,5048.7217
56010,2020/11/24 16:17:30.000,21.519075117,6292.529,44.99316,48.41416,5064.9204
56011,2020/11/24 16:17:31.000,21.456068805,6292.532,44.92813,48.27327,5287.654
56012,2020/11/24 16:17:32.000,21.393062492,6292.541,44.98043,48.25315,5263.3555
56013,2020/11/24 16:17:33.000,21.33005618,6292.554,44.97678,49.3601,4969.7524
56014,2020/11/24 16:17:34.000,21.267049867,6292.568,45.06306,48.31353,5113.5166
56015,2020/11/24 16:17:35.000,20.398295491,6292.579,45.20608,48.39403,5275.5044
56016,2020/11/24 16:17:36.000,19.529541116,6292.584,45.158,48.43428,5299.8027
56017,2020/11/24 16:17:37.000,18.66078674,6292.584,45.20197,48.33365,5226.908
56018,2020/11/24 16:17:38.000,17.792032365,6292.584,45.07326,48.31353,5326.126
56019,2020/11/24 16:17:39.000,16.923277989,6292.589,45.03748,48.41416,5162.1133
56020,2020/11/24 16:17:40.000,18.084582118,6292.5977,45.11393,47.50847,5376.747
56021,2020/11/24 16:17:41.000,19.245886247,6292.603,45.04942,48.45441,5263.3555
56022,2020/11/24 16:17:42.000,20.407190377,6292.603,44.98006,48.27327,5384.846
56023,2020/11/24 16:17:43.000,21.568494506,6292.6055,44.94065,48.25315,5196.5356
56024,2020/11/24 16:17:44.000,22.729798635,6292.6235,44.92246,48.23302,5093.2686
56025,2020/11/24 16:17:45.000,21.96257437,6292.631,45.02324,48.37391,5034.548
56026,2020/11/24 16:17:46.000,21.195350106,6292.637,45.04174,49.19909,5002.1504
56027,2020/11/24 16:17:47.000,20.428125841,6292.64,44.97114,48.19276,5123.641
56028,2020/11/24 16:17:48.000,19.660901577,6292.6416,44.9486,48.77644,4963.678
56029,2020/11/24 16:17:49.000,18.893677312,6292.646,44.90358,48.39403,5111.492
56030,2020/11/24 16:17:50.000,19.06994535,6292.657,44.87433,48.49466,5202.6104
56031,2020/11/24 16:17:51.000,19.246213387,6292.6753,44.80537,48.33365,5237.0327
56032,2020/11/24 16:17:52.000,19.422481425,6292.6816,44.71127,48.33365,5303.8525
56033,2020/11/24 16:17:53.000,19.598749462,6292.6953,44.7954,48.27327,5028.473
56034,2020/11/24 16:17:54.000,19.7750175,6292.718,44.71108,48.31353,5044.672
56035,2020/11/24 16:17:55.000,21.142710807,6292.7344,44.81999,48.35378,4957.6035
56036,2020/11/24 16:17:56.000,22.510404115,6292.7524,44.88563,48.27327,5261.3306
56037,2020/11/24 16:17:57.000,23.878097422,6292.7695,44.98008,48.2934,5235.008
56038,2020/11/24 16:17:58.000,25.24579073,6292.7856,45.20233,48.21289,5160.0884
56039,2020/11/24 16:17:59.000,26.613484037,6292.791,45.24845,48.23302,5241.082
56040,2020/11/24 16:18:00.000,25.800532828,6292.7944,45.33833,48.21289,5259.3057
56041,2020/11/24 16:18:01.000,24.98758162,6292.802,45.34156,48.35378,5184.3867
56042,2020/11/24 16:18:02.000,24.174630411,6292.802,45.32943,48.13238,5293.728
56043,2020/11/24 16:18:03.000,23.361679203,6292.8022,45.19774,49.46073,5226.908
56044,2020/11/24 16:18:04.000,22.548727994,6292.8022,45.15152,48.37391,5267.4053
56045,2020/11/24 16:18:05.000,22.079910203,6292.8105,44.99861,48.31353,5235.008
56046,2020/11/24 16:18:06.000,21.611092412,6292.8115,44.92668,48.21289,5297.778
56047,2020/11/24 16:18:07.000,21.142274621,6292.822,44.87685,48.25315,5224.8833
56048,2020/11/24 16:18:08.000,20.67345683,6292.834,44.73988,48.05188,5544.8096
56049,2020/11/24 16:18:09.000,20.204639039,6292.843,44.75705,48.23302,5265.3804
56050,2020/11/24 16:18:10.000,19.787332214,6292.8594,44.78598,49.29973,5202.6104
56051,2020/11/24 16:18:11.000,19.370025389,6292.868,44.8386,48.07201,5139.84
56052,2020/11/24 16:18:12.000,18.952718563,6292.897,45.23072,48.19276,5172.2373
56053,2020/11/24 16:18:13.000,18.535411738,6292.8975,45.30167,48.17264,5320.0513
56054,2020/11/24 16:18:14.000,18.118104913,6292.8975,45.34993,48.39403,5392.946
56055,2020/11/24 16:18:15.000,19.359840119,6292.8975,45.25909,48.37391,5423.3184
56056,2020/11/24 16:18:16.000,20.601575324,6292.8975,45.21171,48.35378,5149.964
56057,2020/11/24 16:18:17.000,21.84331053,6292.8975,45.19658,48.35378,5158.0635
56058,2020/11/24 16:18:18.000,23.085045735,6292.899,45.00994,48.13238,5182.362
56059,2020/11/24 16:18:19.000,24.326780941,6292.9053,44.97219,48.35378,5147.9395
56060,2020/11/24 16:18:20.000,25.425060583,6292.9097,44.76705,48.23302,5275.5044
56061,2020/11/24 16:18:21.000,26.523340225,6292.9263,44.70958,48.31353,4985.951
56062,2020/11/24 16:18:22.000,27.621619868,6292.9365,44.73321,48.33365,4929.256
56063,2020/11/24 16:18:23.000,28.71989951,6292.9507,44.73013,48.37391,5230.958
56064,2020/11/24 16:18:24.000,29.818179152,6292.9604,44.73141,48.31353,5316.0015
56065,2020/11/24 16:18:25.000,28.664877843,6292.988,44.896,48.17264,5421.2935
56066,2020/11/24 16:18:26.000,27.511576534,6292.998,44.95789,48.27327,5305.8774
56067,2020/11/24 16:18:27.000,26.358275226,6293.0093,44.97178,48.31353,5257.281
56068,2020/11/24 16:18:28.000,25.204973917,6293.0283,45.07595,48.37391,5107.4424
56069,2020/11/24 16:18:29.000,24.051672608,6293.034,45.05494,48.19276,4793.591
56070,2020/11/24 16:18:30.000,22.878436946,6293.045,45.10643,48.23302,5324.101
56071,2020/11/24 16:18:31.000,21.705201284,6293.054,45.13763,48.2934,5492.1636
56072,2020/11/24 16:18:32.000,20.531965623,6293.0645,45.07678,48.43428,5571.1323
56073,2020/11/24 16:18:33.000,19.358729961,6293.07,45.00422,48.53492,5411.1694
56074,2020/11/24 16:18:34.000,18.185494299,6293.072,45.05477,48.23302,5313.9766
56075,2020/11/24 16:18:35.000,20.114040867,6293.0957,44.88327,49.25947,5121.616
56076,2020/11/24 16:18:36.000,22.042587435,6293.111,44.86723,49.13871,5239.0576
56077,2020/11/24 16:18:37.000,23.971134003,6293.111,44.86723,49.13871,5239.0576
56078,2020/11/24 16:18:38.000,25.899680571,6293.134,45.05821,48.2934,5137.815
56079,2020/11/24 16:18:39.000,27.828227139,6293.1465,45.11708,48.23302,5316.0015
56080,2020/11/24 16:18:40.000,27.290873455,6293.157,45.20053,49.29973,5275.5044
56081,2020/11/24 16:18:41.000,26.753519772,6293.1606,45.33532,48.31353,5457.7407
56082,2020/11/24 16:18:42.000,26.216166088,6293.1606,45.28565,48.35378,5421.2935
56083,2020/11/24 16:18:43.000,25.678812405,6293.1606,45.30909,48.35378,5279.554
56084,2020/11/24 16:18:44.000,25.141458721,6293.1606,45.18991,48.17264,5407.1196
56085,2020/11/24 16:18:45.000,23.890010781,6293.1606,45.07721,48.39403,5417.244
