,DateTime,Bit Box_ShYpeak(g),Surface_Total Depth(ft),Surface_Weight on Bit(klbs),Surface_Top Drive RPM(RPM),Surface_Top Drive Torque(ft-lbs)
26284,2020/11/24 07:15:23.000,10.533567669,6063.865,47.75099,5.18243,650.7525
26285,2020/11/24 07:15:24.000,10.323068034,6063.871,47.71963,4.90066,581.9077
26286,2020/11/24 07:15:25.000,10.112568399,6063.8833,47.76994,4.75977,452.31744
26287,2020/11/24 07:15:26.000,9.9020687644,6063.903,48.0857,4.86041,97.96911
26288,2020/11/24 07:15:27.000,9.6915691295,6063.9077,48.16213,4.90066,73.67094
26289,2020/11/24 07:15:28.000,9.8865174846,6063.9097,48.20415,4.98116,266.03146
26290,2020/11/24 07:15:29.000,10.08146584,6063.9097,48.25339,4.13585,2167.3635
26291,2020/11/24 07:15:30.000,10.276414195,6063.914,48.15244,5.0818,916.00757
26292,2020/11/24 07:15:31.000,10.47136255,6063.918,48.16942,4.96104,1187.3372
26293,2020/11/24 07:15:32.000,10.666310905,6063.918,48.17048,5.18243,1312.8777
26294,2020/11/24 07:15:33.000,10.614854462,6063.918,48.15475,4.86041,1559.9092
26295,2020/11/24 07:15:34.000,10.563398019,6063.918,48.0576,4.98116,1786.692
26296,2020/11/24 07:15:35.000,10.511941577,6063.918,47.93269,3.16978,1559.9092
26297,2020/11/24 07:15:36.000,10.460485134,6063.93,47.73684,4.98116,432.06897
26298,2020/11/24 07:15:37.000,10.409028691,6063.943,47.74748,5.0818,276.1557
26299,2020/11/24 07:15:38.000,10.682625511,6063.952,47.89032,5.06167,154.66484
26300,2020/11/24 07:15:39.000,10.95622233,6063.9614,48.01916,5.1623,0.0
26301,2020/11/24 07:15:40.000,11.22981915,6063.965,48.08807,5.12205,328.80176
26302,2020/11/24 07:15:41.000,11.503415969,6063.9683,48.12364,5.0818,124.29213
26303,2020/11/24 07:15:42.000,11.777012789,6063.972,48.05564,4.96104,883.61
26304,2020/11/24 07:15:43.000,11.641269255,6063.9727,47.94265,4.98116,1001.05115
26305,2020/11/24 07:15:44.000,11.505525721,6063.996,48.01731,5.00129,1268.331
26306,2020/11/24 07:15:45.000,11.369782187,6064.0024,48.15742,4.96104,1539.6606
26307,2020/11/24 07:15:46.000,11.234038653,6064.0024,48.18493,4.86041,1638.8782
26308,2020/11/24 07:15:47.000,11.098295119,6064.0024,48.1833,3.1094,2029.6738
26309,2020/11/24 07:15:48.000,10.994909698,6064.0024,48.03378,4.98116,529.26166
26310,2020/11/24 07:15:49.000,10.891524278,6064.0137,47.95434,5.12205,511.03802
26311,2020/11/24 07:15:50.000,10.788138857,6064.017,47.89314,5.04154,296.40417
26312,2020/11/24 07:15:51.000,10.684753437,6064.017,47.85069,5.02142,16.9752
26313,2020/11/24 07:15:52.000,10.581368016,6064.0317,47.82939,5.06167,211.36058
26314,2020/11/24 07:15:53.000,10.494971173,6064.0435,47.89971,4.90066,51.39761
26315,2020/11/24 07:15:54.000,10.40857433,6064.0435,47.8025,4.90066,857.287
26316,2020/11/24 07:15:55.000,10.322177488,6064.0435,47.57541,5.00129,1146.8402
26317,2020/11/24 07:15:56.000,10.235780645,6064.0435,47.43629,5.06167,1280.4801
26318,2020/11/24 07:15:57.000,10.149383802,6064.0435,47.33901,5.20256,1533.586
26319,2020/11/24 07:15:58.000,10.115115856,6064.0435,47.25105,4.98116,1709.7479
26320,2020/11/24 07:15:59.000,10.080847909,6064.0435,47.11788,3.08927,1772.5182
26321,2020/11/24 07:16:00.000,10.046579963,6064.0435,46.84226,5.04154,478.64047
26322,2020/11/24 07:16:01.000,10.012312017,6064.0435,46.69242,5.04154,513.06287
26323,2020/11/24 07:16:02.000,9.9780440702,6064.0435,46.38985,5.20256,316.65265
26324,2020/11/24 07:16:03.000,9.9970151786,6064.0435,46.14225,4.86041,12.92551
26325,2020/11/24 07:16:04.000,10.015986287,6064.0435,45.79166,5.02142,365.249
26326,2020/11/24 07:16:05.000,10.034957395,6064.0435,45.62865,5.00129,1742.1454
26327,2020/11/24 07:16:06.000,10.053928504,6064.0435,45.44629,5.06167,869.4361
26328,2020/11/24 07:16:07.000,10.072899612,6064.0435,45.26746,4.94091,1193.4117
26329,2020/11/24 07:16:08.000,10.113096976,6064.0435,45.17318,5.18243,1365.5238
26330,2020/11/24 07:16:09.000,10.15329434,6064.0435,45.02795,5.04154,1563.9589
26331,2020/11/24 07:16:10.000,10.193491703,6064.0435,44.98394,4.98116,1709.7479
26332,2020/11/24 07:16:11.000,10.233689067,6064.0435,44.92814,2.14333,650.7525
26333,2020/11/24 07:16:12.000,10.273886431,6064.0435,44.84044,4.94091,515.0877
26334,2020/11/24 07:16:13.000,9.8376811953,6064.0435,44.69664,5.0818,405.74597
26335,2020/11/24 07:16:14.000,9.4014759596,6064.0435,44.41574,5.06167,122.26728
26336,2020/11/24 07:16:15.000,8.9652707238,6064.0435,44.19804,5.00129,124.29213
26337,2020/11/24 07:16:16.000,8.5290654881,6064.0435,44.0943,4.80003,375.37323
26338,2020/11/24 07:16:17.000,8.0928602524,6064.0527,43.978,5.04154,885.6349
26339,2020/11/24 07:16:18.000,8.4508350354,6064.063,43.96948,4.92078,867.41125
26340,2020/11/24 07:16:19.000,8.8088098185,6064.0747,44.10321,5.06167,1033.4487
26341,2020/11/24 07:16:20.000,9.1667846015,6064.0903,44.27057,4.92078,1312.8777
26342,2020/11/24 07:16:21.000,9.5247593846,6064.105,44.43283,5.02142,1535.611
26343,2020/11/24 07:16:22.000,9.8827341676,6064.1265,44.74925,5.18243,1738.0957
26344,2020/11/24 07:16:23.000,9.9554532147,6064.133,44.80314,2.94839,932.20636
26345,2020/11/24 07:16:24.000,10.028172262,6064.147,44.83278,5.06167,652.7774
26346,2020/11/24 07:16:25.000,10.100891309,6064.1523,44.99072,5.00129,559.6344
26347,2020/11/24 07:16:26.000,10.173610356,6064.182,45.65273,5.18243,229.58421
26348,2020/11/24 07:16:27.000,10.246329403,6064.1963,46.07033,5.18243,16.9752
26349,2020/11/24 07:16:28.000,10.284671457,6064.2046,46.19653,5.24281,280.2054
26350,2020/11/24 07:16:29.000,10.323013511,6064.2183,46.48466,3.21003,195.1618
26351,2020/11/24 07:16:30.000,10.361355566,6064.2407,46.71148,5.22268,976.753
26352,2020/11/24 07:16:31.000,10.39969762,6064.247,46.81126,5.02142,994.9766
26353,2020/11/24 07:16:32.000,10.438039674,6064.2676,47.26139,5.10192,1385.7722
26354,2020/11/24 07:16:33.000,10.2179727,6064.282,47.48098,5.1623,1559.9092
26355,2020/11/24 07:16:34.000,9.9979057257,6064.289,47.6583,5.02142,1754.2946
26356,2020/11/24 07:16:35.000,9.7778387515,6064.3086,47.88306,4.01509,1432.3438
26357,2020/11/24 07:16:36.000,9.5577717774,6064.318,47.91031,5.12205,571.78345
26358,2020/11/24 07:16:37.000,9.3377048032,6064.326,48.07685,5.22268,446.24292
26359,2020/11/24 07:16:38.000,9.3089482626,6064.329,48.14587,5.10192,195.1618
26360,2020/11/24 07:16:39.000,9.280191722,6064.33,48.23647,5.02142,29.12429
26361,2020/11/24 07:16:40.000,9.2514351813,6064.33,48.27248,5.20256,122.26728
26362,2020/11/24 07:16:41.000,9.2226786407,6064.33,48.27575,5.02142,245.78299
26363,2020/11/24 07:16:42.000,9.1939221001,6064.33,48.16594,4.86041,847.1628
26364,2020/11/24 07:16:43.000,9.3260277125,6064.335,48.08203,5.04154,992.9518
26365,2020/11/24 07:16:44.000,9.4581333249,6064.335,48.03704,5.02142,1118.4923
26366,2020/11/24 07:16:45.000,9.5902389373,6064.3447,47.85987,5.06167,1717.8473
26367,2020/11/24 07:16:46.000,9.7223445497,6064.3535,47.8287,5.00129,1768.4685
26368,2020/11/24 07:16:47.000,9.8544501621,6064.359,47.80062,5.06167,1806.9406
26369,2020/11/24 07:16:48.000,10.13946963,6064.3774,47.59413,5.02142,587.98224
26370,2020/11/24 07:16:49.000,10.424489099,6064.385,47.66437,5.0818,440.16837
26371,2020/11/24 07:16:50.000,10.709508567,6064.3994,47.81439,5.04154,334.87628
26372,2020/11/24 07:16:51.000,10.994528036,6064.412,48.06961,5.06167,87.84487
26373,2020/11/24 07:16:52.000,11.279547504,6064.4165,48.18379,4.88053,47.34792
26374,2020/11/24 07:16:53.000,10.845252101,6064.423,48.1993,5.1623,272.10602
26375,2020/11/24 07:16:54.000,10.410956698,6064.424,48.19538,5.22268,1007.12573
26376,2020/11/24 07:16:55.000,9.9766612956,6064.43,48.11699,4.98116,994.9766
26377,2020/11/24 07:16:56.000,9.5423658928,6064.436,48.06271,4.96104,1130.6415
26378,2020/11/24 07:16:57.000,9.10807049,6064.439,48.06989,5.06167,1412.0952
26379,2020/11/24 07:16:58.000,9.207563547,6064.439,48.07632,5.06167,1602.4309
26380,2020/11/24 07:16:59.000,9.3070566041,6064.449,48.01229,5.04154,1837.3132
26381,2020/11/24 07:17:00.000,9.4065496611,6064.4497,47.94955,5.10192,616.33014
26382,2020/11/24 07:17:01.000,9.5060427182,6064.462,47.79804,4.96104,409.79565
26383,2020/11/24 07:17:02.000,9.6055357752,6064.4746,47.81544,5.24281,231.60905
26384,2020/11/24 07:17:03.000,9.8636358382,6064.481,47.84125,5.28306,53.42246
26385,2020/11/24 07:17:04.000,10.121735901,6064.487,47.90127,4.92078,41.27338
26386,2020/11/24 07:17:05.000,10.379835964,6064.5063,47.98455,5.20256,274.13086
26387,2020/11/24 07:17:06.000,10.637936027,6064.5137,47.9966,5.10192,835.0137
26388,2020/11/24 07:17:07.000,10.89603609,6064.5215,47.99971,5.14218,1086.0947
26389,2020/11/24 07:17:08.000,10.903693596,6064.5254,47.99079,4.88053,1294.654
26390,2020/11/24 07:17:09.000,10.911351102,6064.532,48.07487,5.06167,1375.648
26391,2020/11/24 07:17:10.000,10.919008609,6064.54,48.04247,5.0818,1677.3503
26392,2020/11/24 07:17:11.000,10.926666115,6064.5474,48.00192,5.00129,1823.1393
26393,2020/11/24 07:17:12.000,10.934323621,6064.5566,47.90959,5.10192,608.2307
26394,2020/11/24 07:17:13.000,10.630005905,6064.574,47.95878,5.06167,458.392
26395,2020/11/24 07:17:14.000,10.325688188,6064.5854,48.18674,5.1623,270.08118
26396,2020/11/24 07:17:15.000,10.021370472,6064.5864,48.27247,5.14218,69.62125
26397,2020/11/24 07:17:16.000,9.7170527552,6064.5864,48.32626,4.96104,14.95036
26398,2020/11/24 07:17:17.000,9.4127350387,6064.5864,48.33598,5.06167,276.1557
26399,2020/11/24 07:17:18.000,9.5986612876,6064.5864,48.20236,5.1623,1118.4923
26400,2020/11/24 07:17:19.000,9.7845875364,6064.5864,48.03164,5.12205,932.20636
26401,2020/11/24 07:17:20.000,9.9705137853,6064.5967,47.90342,5.02142,1189.362
26402,2020/11/24 07:17:21.000,10.156440034,6064.603,47.94231,4.98116,1329.0765
26403,2020/11/24 07:17:22.000,10.342366283,6064.6133,47.96828,5.0818,1705.6981
26404,2020/11/24 07:17:23.000,10.275285863,6064.615,47.96447,4.98116,1770.4933
26405,2020/11/24 07:17:24.000,10.208205442,6064.635,47.85923,5.10192,541.41077
26406,2020/11/24 07:17:25.000,10.141125022,6064.6465,47.8694,5.00129,415.8702
26407,2020/11/24 07:17:26.000,10.074044601,6064.6606,48.08503,5.20256,276.1557
26408,2020/11/24 07:17:27.000,10.006964181,6064.6636,48.17818,4.84028,71.64609
26409,2020/11/24 07:17:28.000,10.075663643,6064.6636,48.19941,4.96104,158.71454
26410,2020/11/24 07:17:29.000,10.144363106,6064.6685,48.14152,5.10192,322.7272
26411,2020/11/24 07:17:30.000,10.213062568,6064.6714,48.17339,4.1761,203.26118
26412,2020/11/24 07:17:31.000,10.281762031,6064.6714,48.0622,5.02142,1005.1009
26413,2020/11/24 07:17:32.000,10.350461493,6064.681,47.97294,4.82015,1067.8711
26414,2020/11/24 07:17:33.000,9.9413210581,6064.6846,47.93035,5.0818,1395.8965
26415,2020/11/24 07:17:34.000,9.5321806231,6064.6987,47.8917,4.98116,1537.6359
26416,2020/11/24 07:17:35.000,9.1230401882,6064.7104,47.88324,4.92078,1847.4375
26417,2020/11/24 07:17:36.000,8.7138997532,6064.7144,47.83241,2.04269,733.7713
26418,2020/11/24 07:17:37.000,8.3047593183,6064.719,47.81136,5.14218,502.93866
26419,2020/11/24 07:17:38.000,8.6756667456,6064.732,47.89829,5.12205,438.14352
26420,2020/11/24 07:17:39.000,9.046574173,6064.7466,48.18435,4.94091,112.14304
26421,2020/11/24 07:17:40.000,9.4174816003,6064.749,48.22738,5.0818,0.0
26422,2020/11/24 07:17:41.000,9.7883890277,6064.749,48.23358,4.98116,326.7769
26423,2020/11/24 07:17:42.000,10.159296455,6064.749,48.09927,4.88053,950.43
26424,2020/11/24 07:17:43.000,10.002544759,6064.749,47.88281,4.82015,990.92694
26425,2020/11/24 07:17:44.000,9.8457930624,6064.7617,47.7242,4.98116,1296.679
26426,2020/11/24 07:17:45.000,9.689041366,6064.775,47.68846,5.06167,1373.6232
26427,2020/11/24 07:17:46.000,9.5322896697,6064.788,47.80362,5.00129,1628.7539
26428,2020/11/24 07:17:47.000,9.3755379734,6064.8,47.89857,5.02142,1827.1891
26429,2020/11/24 07:17:48.000,9.9820636547,6064.812,47.90107,5.22268,715.54767
26430,2020/11/24 07:17:49.000,10.588589336,6064.817,47.92141,5.06167,496.8641
26431,2020/11/24 07:17:50.000,11.195115017,6064.8276,48.05171,5.12205,379.42294
26432,2020/11/24 07:17:51.000,11.801640699,6064.8374,48.37062,5.00129,81.77033
26433,2020/11/24 07:17:52.000,12.40816638,6064.8374,48.45719,5.00129,10.90066
26434,2020/11/24 07:17:53.000,11.857225773,6064.8374,48.45131,5.04154,237.6836
26435,2020/11/24 07:17:54.000,11.306285165,6064.8374,48.37104,5.1623,905.88336
26436,2020/11/24 07:17:55.000,10.755344558,6064.8374,48.1816,5.06167,990.92694
26437,2020/11/24 07:17:56.000,10.20440395,6064.8433,48.00386,4.96104,1165.0638
26438,2020/11/24 07:17:57.000,9.6534633429,6064.85,47.9797,5.36357,1280.4801
26439,2020/11/24 07:17:58.000,9.5019867847,6064.8525,47.95667,5.04154,1616.6049
26440,2020/11/24 07:17:59.000,9.3505102265,6064.8647,48.01286,5.0818,1784.6672
26441,2020/11/24 07:18:00.000,9.1990336684,6064.871,47.91642,3.00877,980.8027
26442,2020/11/24 07:18:01.000,9.0475571102,6064.8833,48.03444,5.1623,425.99445
26443,2020/11/24 07:18:02.000,8.896080552,6064.886,48.15277,5.10192,413.84534
26444,2020/11/24 07:18:03.000,9.4683928104,6064.8887,48.38665,5.24281,138.46606
26445,2020/11/24 07:18:04.000,10.040705069,6064.8887,48.56692,4.98116,93.91942
26446,2020/11/24 07:18:05.000,10.613017327,6064.8887,48.65767,4.96104,261.98178
26447,2020/11/24 07:18:06.000,11.185329586,6064.8887,48.65767,2.16345,379.42294
26448,2020/11/24 07:18:07.000,11.757641844,6064.8887,48.59793,5.0818,901.8336
26449,2020/11/24 07:18:08.000,11.290879281,6064.8887,48.46786,5.02142,1073.9457
26450,2020/11/24 07:18:09.000,10.824116718,6064.8887,48.31028,5.06167,1229.859
26451,2020/11/24 07:18:10.000,10.357354155,6064.8887,48.16438,5.22268,1584.2073
26452,2020/11/24 07:18:11.000,9.8905915926,6064.897,48.11614,5.10192,1827.1891
26453,2020/11/24 07:18:12.000,9.4238290297,6064.9004,47.99256,3.16978,1015.2251
26454,2020/11/24 07:18:13.000,9.5747603552,6064.901,47.9586,5.10192,490.78955
26455,2020/11/24 07:18:14.000,9.7256916806,6064.9106,47.97263,5.10192,421.94473
26456,2020/11/24 07:18:15.000,9.8766230061,6064.916,48.06589,4.92078,59.49701
26457,2020/11/24 07:18:16.000,10.027554332,6064.9165,48.25989,5.00129,71.64609
26458,2020/11/24 07:18:17.000,10.178485657,6064.9165,48.31446,5.24281,310.57812
26459,2020/11/24 07:18:18.000,10.0540739,6064.9165,48.31777,2.16345,124.29213
26460,2020/11/24 07:18:19.000,9.9296621421,6064.9165,48.31165,4.92078,980.8027
26461,2020/11/24 07:18:20.000,9.8052503846,6064.9165,48.16372,5.1623,999.0263
26462,2020/11/24 07:18:21.000,9.6808386272,6064.9165,48.06078,5.34344,1282.505
26463,2020/11/24 07:18:22.000,9.5564268697,6064.9287,48.12766,4.96104,1568.0085
26464,2020/11/24 07:18:23.000,9.6196512753,6064.929,48.25028,5.0818,1701.6484
26465,2020/11/24 07:18:24.000,9.682875681,6064.929,48.3516,4.37737,377.3981
26466,2020/11/24 07:18:25.000,9.7461000866,6064.929,48.34421,5.10192,616.33014
26467,2020/11/24 07:18:26.000,9.8093244923,6064.929,48.27241,5.06167,446.24292
26468,2020/11/24 07:18:27.000,9.8725488979,6064.929,48.15364,4.82015,152.64
26469,2020/11/24 07:18:28.000,9.7732375851,6064.929,48.02862,5.00129,55.44731
26470,2020/11/24 07:18:29.000,9.6739262724,6064.9355,47.93313,4.92078,140.4909
26471,2020/11/24 07:18:31.000,9.4753036469,6064.94,48.33979,5.24281,879.5603
26472,2020/11/24 07:18:32.000,9.3759923341,6064.94,48.35331,4.94091,1128.6166
26473,2020/11/24 07:18:33.000,9.7146870435,6064.94,48.33725,5.00129,1395.8965
26474,2020/11/24 07:18:34.000,10.053381753,6064.94,48.32565,5.06167,1598.3812
26475,2020/11/24 07:18:35.000,10.392076462,6064.94,48.35465,5.22268,1738.0957
26476,2020/11/24 07:18:36.000,10.730771172,6064.94,48.2712,5.1623,511.03802
26477,2020/11/24 07:18:37.000,11.069465881,6064.94,48.13229,5.18243,494.83926
26478,2020/11/24 07:18:38.000,10.761346673,6064.94,48.057,4.92078,425.99445
26479,2020/11/24 07:18:39.000,10.453227465,6064.9497,47.97978,5.06167,144.5406
26480,2020/11/24 07:18:40.000,10.145108257,6064.9526,48.15517,5.10192,63.5467
26481,2020/11/24 07:18:41.000,9.8369890492,6064.9526,48.29227,5.12205,411.8205
26482,2020/11/24 07:18:42.000,9.5288698413,6064.9526,48.32082,4.98116,355.12476
26483,2020/11/24 07:18:43.000,10.001398252,6064.9526,48.36548,5.1623,816.79004
26484,2020/11/24 07:18:44.000,10.473926662,6064.9526,48.3596,5.26293,916.00757
26485,2020/11/24 07:18:45.000,10.946455072,6064.9526,48.29665,5.10192,1292.6293
26486,2020/11/24 07:18:46.000,11.418983483,6064.9526,48.2138,5.0818,1484.9897
26487,2020/11/24 07:18:47.000,11.891511893,6064.9526,48.18117,5.20256,1746.1951
26488,2020/11/24 07:18:48.000,11.811153514,6064.9526,48.13337,3.97484,1408.0455
26489,2020/11/24 07:18:49.000,11.730795135,6064.9526,47.95706,5.1623,604.181
26490,2020/11/24 07:18:50.000,11.650436757,6064.961,47.80614,4.75977,425.99445
26491,2020/11/24 07:18:51.000,11.570078378,6064.969,48.10922,5.24281,49.37277
26492,2020/11/24 07:18:52.000,11.489719999,6064.969,48.10922,4.94091,53.42246
26493,2020/11/24 07:18:53.000,11.349884183,6064.969,48.39451,4.92078,308.55328
26494,2020/11/24 07:18:54.000,11.210048367,6064.969,48.45143,5.22268,146.56546
26495,2020/11/24 07:18:55.000,11.07021255,6064.969,48.51797,5.10192,855.26215
26496,2020/11/24 07:18:56.000,10.930376734,6064.969,48.4944,5.14218,1015.2251
26497,2020/11/24 07:18:57.000,10.790540918,6064.969,48.38249,4.96104,1280.4801
26498,2020/11/24 07:18:58.000,10.601176666,6064.969,48.33893,4.96104,1515.3624
26499,2020/11/24 07:18:59.000,10.411812415,6064.969,48.2962,5.24281,1715.8224
26500,2020/11/24 07:19:00.000,10.222448163,6064.969,48.25274,4.0956,1401.9711
26501,2020/11/24 07:19:01.000,10.033083911,6064.969,48.15552,5.0818,604.181
26502,2020/11/24 07:19:02.000,9.8437196596,6064.969,48.01667,5.0818,411.8205
26503,2020/11/24 07:19:03.000,10.035248186,6064.977,47.94606,5.22268,45.32307
26504,2020/11/24 07:19:04.000,10.226776713,6064.977,47.98687,5.1623,0.0
26505,2020/11/24 07:19:05.000,10.41830524,6064.977,47.95935,5.14218,87.84487
26506,2020/11/24 07:19:06.000,10.609833766,6064.977,47.91347,5.28306,302.47873
26507,2020/11/24 07:19:07.000,10.801362293,6064.977,47.87302,4.96104,737.821
26508,2020/11/24 07:19:08.000,10.694157206,6064.977,47.8134,5.0818,1031.424
26509,2020/11/24 07:19:09.000,10.58695212,6064.977,47.70503,4.98116,1339.2007
26510,2020/11/24 07:19:10.000,10.479747033,6064.977,47.6403,5.12205,1559.9092
26511,2020/11/24 07:19:11.000,10.372541947,6064.977,47.58995,5.04154,1705.6981
26512,2020/11/24 07:19:12.000,10.26533686,6064.977,47.54746,3.04902,1867.686
26513,2020/11/24 07:19:13.000,10.550447201,6064.977,47.40419,2.20371,976.753
26514,2020/11/24 07:19:14.000,10.835557541,6064.977,47.29595,1.80118,893.73425
26515,2020/11/24 07:19:15.000,11.120667882,6064.977,47.20007,0.27156,851.21246
26516,2020/11/24 07:19:16.000,11.405778222,6064.977,47.13801,0.11055,855.26215
26517,2020/11/24 07:19:17.000,11.690888563,6064.977,47.03972,0.1508,849.1876
26518,2020/11/24 07:19:18.000,11.197297467,6064.977,46.95644,0.13068,496.8641
26519,2020/11/24 07:19:19.000,10.703706371,6064.977,46.88325,0.31182,0.0
26520,2020/11/24 07:19:20.000,10.210115275,6064.977,46.86005,0.13068,0.0
26521,2020/11/24 07:19:21.000,9.7165241788,6064.977,46.80637,0.29169,0.0
26522,2020/11/24 07:19:22.000,9.2229330827,6064.977,46.7576,0.27156,0.0
26523,2020/11/24 07:19:23.000,9.1635646918,6064.977,46.72817,0.25144,0.0
26524,2020/11/24 07:19:24.000,9.1041963009,6064.977,46.70746,0.23131,0.0
26525,2020/11/24 07:19:25.000,9.0448279099,6064.977,46.69551,0.0,0.0
26526,2020/11/24 07:19:26.000,8.985459519,6064.977,46.69373,0.21118,0.0
26527,2020/11/24 07:19:27.000,8.9260911281,6064.977,46.68048,0.1508,0.0
26528,2020/11/24 07:19:28.000,8.895315708,6064.977,46.66632,0.11055,0.0
26529,2020/11/24 07:19:29.000,8.8645402878,6064.977,46.66506,0.13068,0.0
26530,2020/11/24 07:19:30.000,8.8337648677,6064.977,46.6618,0.23131,0.0
26531,2020/11/24 07:19:31.000,8.8029894475,6064.977,46.65157,0.19106,0.0
26532,2020/11/24 07:19:32.000,8.7722140274,6064.977,46.63087,0.13068,0.0
26533,2020/11/24 07:19:33.000,8.603857938,6064.977,46.60234,0.11055,0.0
26534,2020/11/24 07:19:34.000,8.4355018487,6064.977,46.58825,0.11055,0.0
26535,2020/11/24 07:19:35.000,8.2671457593,6064.977,46.55369,0.1508,0.0
26536,2020/11/24 07:19:36.000,8.09878967,6064.977,46.52706,0.11055,0.0
26537,2020/11/24 07:19:37.000,7.9304335806,6064.977,46.48425,0.0703,0.0
26538,2020/11/24 07:19:38.000,7.9593173422,6064.977,46.46903,0.23131,0.0
26539,2020/11/24 07:19:39.000,7.9882011038,6064.977,46.43843,0.23131,0.0
26540,2020/11/24 07:19:40.000,8.0170848655,6064.977,46.3981,0.1508,0.0
26541,2020/11/24 07:19:41.000,8.0459686271,6064.977,46.34949,0.11055,0.0
26542,2020/11/24 07:19:42.000,8.0748523887,6064.977,46.3,0.29169,0.0
26543,2020/11/24 07:19:43.000,8.0020788184,6064.977,46.23437,0.05017,0.0
26544,2020/11/24 07:19:44.000,7.929305248,6064.977,46.29965,0.33194,0.0
26545,2020/11/24 07:19:45.000,7.8565316777,6064.977,43.86578,0.27156,0.0
26546,2020/11/24 07:19:46.000,7.7837581073,6064.977,42.8961,0.27156,0.0
26547,2020/11/24 07:19:47.000,7.710984537,6064.977,41.15184,0.23131,0.0
26548,2020/11/24 07:19:48.000,9.1020683748,6064.977,39.61001,0.09042,0.0
26549,2020/11/24 07:19:49.000,10.493152213,6064.977,37.60675,0.31182,0.0
26550,2020/11/24 07:19:50.000,11.88423605,6064.977,34.50216,0.21118,0.0
26551,2020/11/24 07:19:51.000,13.275319888,6064.977,27.83893,0.35207,0.0
26552,2020/11/24 07:19:52.000,14.666403726,6064.977,22.6056,0.13068,0.0
